"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-376176","R-HSA-376176","Signaling by ROBO receptors","63/1871","199/11287",0.316582914572864,1.9098190041603,5.77203060834139,9.21769176938734e-08,3.38849309336265e-06,3.38849309336265e-06,"998/6210/6157/55740/6134/6201/5693/5704/22794/6092/5714/10298/6204/6091/6146/6136/9939/387/7408/5717/9423/22916/6142/10921/25/6218/5216/8829/6154/5578/6187/6147/6387/5688/6222/5707/5062/6132/1630/6188/5705/57522/6124/6133/7311/6122/26986/1605/5217/7852/6192/23122/6203/11047/5684/6227/5567/2107/6176/9861/23380/6655/5058",63
"R-HSA-68882","R-HSA-68882","Mitotic Anaphase","69/1871","225/11287",0.306666666666667,1.84999821842152,5.74071701641433,9.23777119420213e-08,3.38849309336265e-06,3.38849309336265e-06,"10735/10403/57405/81929/5347/6249/3930/8243/5693/5704/991/23063/79980/5714/5529/64682/701/9735/11065/100526767/27338/3842/5717/983/9232/9818/55143/113130/10381/9126/5527/7514/5901/51652/55166/9883/699/9212/5688/5707/79023/53371/348995/5705/1783/7311/55839/5903/10376/54820/81565/55920/9700/5519/220134/151648/3619/23122/140735/11047/1104/5684/79019/11130/11004/79682/9861/4001/5515",69
"R-HSA-388841","R-HSA-388841","Regulation of T cell activation by CD28 family","78/1871","265/11287",0.294339622641509,1.77563405705757,5.69538773347599,9.51113922666829e-08,3.41608417224503e-06,3.41608417224503e-06,"27327/998/25937/2146/207/4297/91445/5693/5704/79139/6934/4609/5714/5529/333932/4791/5928/8357/208/23112/9020/5717/6400/3021/8503/8338/8945/5527/2034/7525/3091/5296/1603/23512/5781/6774/5929/5688/51176/8351/5295/5707/192669/2033/8405/85236/6772/5062/5705/2475/7311/8331/1019/27161/26523/8463/5562/5519/595/11047/5684/8358/554313/3017/1457/8337/4613/9861/8370/142678/940/8349/5170/2885/3659/5515/5058/8343",78
"R-HSA-9018519","R-HSA-9018519","Estrogen-dependent gene expression","51/1871","149/11287",0.342281879194631,2.06485065230882,5.83246203445639,9.97793845672177e-08,3.51060528558945e-06,3.51060528558945e-06,"27327/10735/1025/5241/8243/861/3320/4609/333932/8357/23112/57678/8850/3021/5432/8338/9126/7764/2099/865/5441/6667/6387/8351/192669/2033/8202/7031/85236/3326/2288/9166/4602/8331/7528/2066/2962/27161/26523/596/1386/595/8358/554313/3017/10499/8337/8370/8349/3838/8343",51
"R-HSA-68962","R-HSA-68962","Activation of the pre-replicative complex","19/1871","33/11287",0.575757575757576,3.47331681324199,6.34244859667826,1.04988279244888e-07,3.54901555721936e-06,3.54901555721936e-06,"4175/4173/4171/5000/5427/55388/23594/5426/6118/51053/6117/990/81620/5422/4174/4172/4176/84515/5557",19
"R-HSA-2559585","R-HSA-2559585","Oncogene Induced Senescence","19/1871","33/11287",0.575757575757576,3.47331681324199,6.34244859667826,1.04988279244888e-07,3.54901555721936e-06,3.54901555721936e-06,"27327/1032/23112/1870/1871/7157/6667/4193/1021/1869/2113/192669/5594/7311/1019/26523/5595/1029/4194",19
"R-HSA-2173796","R-HSA-2173796","SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription","20/1871","36/11287",0.555555555555556,3.35144604786508,6.29889542905032,1.09146688326044e-07,3.5616417419605e-06,3.5616417419605e-06,"1025/4088/25937/5933/7050/4609/1024/60436/5045/6667/4089/1875/905/2033/5594/7311/5054/5595/54778/4087",20
"R-HSA-109606","R-HSA-109606","Intrinsic Pathway for Apoptosis","26/1871","55/11287",0.472727272727273,2.85177590981974,6.13641777295521,1.09493626637997e-07,3.5616417419605e-06,3.5616417419605e-06,"207/7529/208/7531/7534/7157/54205/708/836/10018/5599/1869/331/4836/6774/578/10971/842/598/5594/5366/581/5595/596/1029/140735",26
"R-HSA-9759476","R-HSA-9759476","Regulation of Homotypic Cell-Cell Adhesion","67/1871","218/11287",0.307339449541284,1.8540568503327,5.67589725626238,1.29106905753547e-07,4.12185750961323e-06,4.12185750961323e-06,"27327/2146/7291/387893/3066/5693/5704/7841/4609/999/5714/55810/333932/5315/5928/8357/23112/2060/9314/60/60436/5717/3021/8338/7764/3224/5045/6615/7088/6667/23396/4193/1603/23512/7750/8289/5688/348262/9743/8351/5707/192669/5594/85236/5705/7311/8331/27161/26523/71/5595/1500/11047/5684/8358/54971/554313/3017/1457/94234/8337/4613/9861/8370/6935/8349/8343",67
"R-HSA-2467813","R-HSA-2467813","Separation of Sister Chromatids","58/1871","180/11287",0.322222222222222,1.94383870776174,5.68996169389964,1.50766835086244e-07,4.72585497615792e-06,4.72585497615792e-06,"10735/10403/57405/81929/5347/6249/8243/5693/5704/991/23063/79980/5714/5529/64682/701/9735/11065/27338/5717/9232/55143/113130/10381/9126/5527/7514/55166/699/9212/5688/5707/79023/348995/5705/1783/7311/55839/5903/10376/54820/81565/55920/9700/5519/220134/151648/3619/23122/140735/11047/5684/79019/11130/11004/79682/9861/5515",58
"R-HSA-68877","R-HSA-68877","Mitotic Prometaphase","64/1871","206/11287",0.310679611650485,1.8742067219129,5.64458433382048,1.58685997725831e-07,4.88526178713093e-06,4.88526178713093e-06,"23397/10735/10403/57405/81929/5347/79441/6249/11116/8243/64151/991/8636/23063/3320/84131/79980/5529/701/9735/7531/983/55143/113130/10381/9126/93323/5527/7514/85378/55166/55732/699/22897/9212/79023/55835/1454/348995/1783/55839/5903/10376/54820/9918/81565/9738/55920/5519/220134/95681/151648/3619/23122/140735/5116/79019/11130/1457/11004/10121/79682/203068/5515",64
"R-HSA-187037","R-HSA-187037","Signaling by NTRK1 (TRKA)","42/1871","115/11287",0.365217391304348,2.20321148885739,5.7809487414476,1.7495064603859e-07,5.29148971527245e-06,5.29148971527245e-06,"2889/3398/1173/4205/163/9252/7529/23237/9261/3845/1398/4893/5906/387/6197/8660/10818/5296/6195/5978/6774/6446/5295/1432/1175/57498/2033/8851/5594/3667/673/1848/4209/5595/1385/1386/5519/1108/2002/3400/2885/5515",42
"R-HSA-1500931","R-HSA-1500931","Cell-Cell communication","97/1871","358/11287",0.270949720670391,1.63453206691967,5.43849291101518,2.33006645097659e-07,6.92592165773043e-06,6.92592165773043e-06,"27327/998/57531/5829/2146/7291/2316/387893/3066/5693/5704/7841/4609/999/5714/87/55810/333932/23607/5315/5928/8357/23112/2060/9314/6711/60/7408/60436/5717/3569/3021/8338/7764/54751/81/3224/5045/6615/7088/64398/6667/5296/23396/50848/4193/9071/1603/23512/7750/331/5781/8289/5818/6774/5688/55679/348262/9743/8351/5295/5707/192669/5594/85236/84231/5705/7311/8331/1000/3570/27161/26523/71/5595/1500/11047/5684/8358/54971/554313/3611/3017/1457/94234/8337/4613/9861/8370/6935/23705/8349/2885/7410/653509/8976/8343",97
"R-HSA-3769402","R-HSA-3769402","Deactivation of the beta-catenin transactivating complex","22/1871","44/11287",0.5,3.01630144307857,5.97330080566523,3.02656680809083e-07,8.84373080872642e-06,8.84373080872642e-06,"6662/207/55553/6934/57680/208/56998/25776/8945/7534/7088/7514/331/7091/5929/51176/7311/324/283149/9757/6659/6657",22
"R-HSA-2029482","R-HSA-2029482","Regulation of actin dynamics for phagocytic cup formation","27/1871","61/11287",0.442622950819672,2.67016849059414,5.83023924371257,3.36644983872562e-07,9.67293253660494e-06,9.67293253660494e-06,"10092/998/147179/1398/10451/3320/10163/60/4644/695/10552/25/4771/5594/4627/3326/10152/63916/71/5595/1072/23191/26999/2885/7410/8976/5058",27
"R-HSA-69306","R-HSA-69306","DNA Replication","58/1871","184/11287",0.315217391304348,1.90158134454953,5.49626102951152,3.48733070114059e-07,9.8559969324039e-06,9.8559969324039e-06,"4175/4173/5693/4171/5704/5000/5714/5427/333932/64682/9837/8357/11065/2237/51659/5984/55388/27338/5717/3021/8338/23594/64785/5426/6118/51053/6117/990/5688/8351/5424/5707/81620/85236/5422/890/5985/4174/23633/5705/246243/7311/8331/4172/4176/11047/5684/84515/5557/8358/554313/5111/3017/8337/9861/8370/8349/8343",58
"R-HSA-9706574","R-HSA-9706574","RHOBTB GTPase Cycle","19/1871","35/11287",0.542857142857143,3.27484156677102,6.00819483303206,3.71561989684885e-07,1.03318204873668e-05,1.03318204873668e-05,"1627/7431/6434/11140/3320/6093/87/11329/4646/2873/908/29766/3326/71/23013/5756/9352/79869/10576",19
"R-HSA-8986944","R-HSA-8986944","Transcriptional Regulation by MECP2","27/1871","62/11287",0.435483870967742,2.62710125687488,5.72652211532334,5.02855244676865e-07,1.37606736797288e-05,1.37606736797288e-05,"27327/8841/3930/3066/54487/23112/4204/28996/5770/114787/3654/627/9212/6446/192669/6515/27161/26523/7222/1385/808/4233/25942/5728/801/6657/5775",27
"R-HSA-9634638","R-HSA-9634638","Estrogen-dependent nuclear events downstream of ESR-membrane signaling","15/1871","24/11287",0.625,3.77037680384821,6.05607315791863,5.43284594223232e-07,1.46347287568883e-05,1.46347287568883e-05,"207/208/1956/7514/255324/1839/127933/5594/1027/5595/1385/596/595/2002/2069",15
"R-HSA-446728","R-HSA-446728","Cell junction organization","88/1871","322/11287",0.273291925465839,1.64866165832866,5.26399584326999,5.66909298302269e-07,1.50361789272786e-05,1.50361789272786e-05,"27327/998/57531/5829/2146/7291/2316/387893/3066/5693/5704/7841/4609/999/5714/87/55810/333932/5315/5928/8357/23112/2060/9314/60/7408/60436/5717/3569/3021/8338/7764/54751/3224/5045/6615/7088/64398/6667/23396/50848/4193/9071/1603/23512/7750/331/8289/5818/6774/5688/55679/348262/9743/8351/5707/192669/5594/85236/84231/5705/7311/8331/1000/3570/27161/26523/71/5595/1500/11047/5684/8358/54971/554313/3611/3017/1457/94234/8337/4613/9861/8370/6935/23705/8349/7410/8343",88
"R-HSA-1538133","R-HSA-1538133","G0 and Early G1","16/1871","27/11287",0.592592592592593,3.57487578438941,5.97093937317464,6.34439386332033e-07,1.65723257884307e-05,1.65723257884307e-05,"7153/5933/4609/5928/4605/1859/983/1869/990/1875/890/993/55957/4149/5111/286826",16
"R-HSA-194138","R-HSA-194138","Signaling by VEGF","39/1871","108/11287",0.361111111111111,2.1784399311123,5.48518830655181,6.68112410047186e-07,1.71914297749455e-05,1.71914297749455e-05,"7422/998/5829/5921/207/9261/3845/1398/10451/3320/6093/10163/208/4893/387/60/8829/5296/5578/5295/1432/5062/2475/8828/10152/63916/71/1500/808/23191/14/801/5567/26999/3708/5170/7410/857/5058",39
"R-HSA-176974","R-HSA-176974","Unwinding of DNA","10/1871","12/11287",0.833333333333333,5.02716907179761,6.22165467431189,7.32294239849469e-07,1.85658127867718e-05,1.85658127867718e-05,"4175/4173/4171/9837/51659/64785/4174/4172/4176/84515",10
"R-HSA-2500257","R-HSA-2500257","Resolution of Sister Chromatid Cohesion","44/1871","129/11287",0.341085271317829,2.05763199217763,5.38530057081028,8.2774867777879e-07,2.06817205868208e-05,2.06817205868208e-05,"10735/10403/57405/81929/5347/6249/8243/991/23063/79980/5529/701/9735/983/55143/113130/10381/9126/5527/7514/55166/55732/699/9212/79023/348995/1783/55839/5903/10376/54820/81565/55920/5519/220134/151648/3619/23122/140735/79019/11130/11004/79682/5515",44
"R-HSA-453274","R-HSA-453274","Mitotic G2-G2/M phases","59/1871","193/11287",0.305699481865285,1.84416357659726,5.27272201211617,8.76244915841995e-07,2.15806604987371e-05,2.15806604987371e-05,"7465/5347/79441/994/11116/1022/5693/5704/8636/3320/84131/1026/5714/5928/80028/22822/4605/7531/5717/983/10381/1871/8945/93323/7157/22974/90381/7514/1869/85378/9088/79596/22897/5688/79866/5707/2033/55835/1454/890/3326/5705/7311/10376/54820/993/55957/9738/5519/95681/151648/5116/11047/5684/10121/9861/286826/203068/5515",59
"R-HSA-177929","R-HSA-177929","Signaling by EGFR","24/1871","53/11287",0.452830188679245,2.7317447031655,5.6328512767073,9.0551318319477e-07,2.17998224408842e-05,2.17998224408842e-05,"10253/998/867/5829/9146/3845/2060/81610/4893/1956/5796/29924/5781/255324/1839/5295/6455/7311/6868/102/14/2069/2885/30011",24
"R-HSA-8856828","R-HSA-8856828","Clathrin-mediated endocytosis","48/1871","146/11287",0.328767123287671,1.98332149681878,5.33069170328777,9.10433419804908e-07,2.17998224408842e-05,2.17998224408842e-05,"10092/51429/85021/867/1173/163/9146/8674/5868/29979/9341/2060/7037/112574/1956/60/10552/22905/2873/29924/23396/26119/50813/255324/1839/55738/1175/6455/11252/25977/7311/4952/29978/382/5878/2580/71/5869/409/8673/3949/10618/3482/1080/2069/2885/30011/8976",48
"R-HSA-5663220","R-HSA-5663220","RHO GTPases Activate Formins","47/1871","142/11287",0.330985915492958,1.99670658908018,5.32776618291835,9.49225185838084e-07,2.24173180874638e-05,2.24173180874638e-05,"57591/10403/998/57405/81929/5347/6249/1855/991/79980/5529/701/9735/387/60/55143/10381/5527/5216/7514/55166/699/9212/388/79023/348995/1783/55839/5903/10376/54820/81565/5217/55920/71/5519/220134/151648/3619/23122/140735/79019/11130/11004/79682/23380/5515",47
"R-HSA-9839923","R-HSA-9839923","Dengue Virus Infection","104/1871","402/11287",0.258706467661692,1.56067338348344,5.10249327781497,9.70770196338447e-07,2.26163218714525e-05,2.26163218714525e-05,"10262/2194/9295/7431/1654/10945/1173/22924/81631/10533/163/6432/3187/9685/23451/7317/23020/55696/3191/9343/3185/3320/10907/333932/85235/10525/4670/3190/8357/23450/5034/10523/811/10294/5432/8338/10313/6426/8729/22916/4318/10291/9532/1479/10594/10921/5045/5441/2923/55666/27339/7514/440689/1977/5725/1603/29959/4691/4836/11100/3840/2147/9646/8351/5295/1175/1974/8189/3304/85236/5093/11325/6628/3192/3326/3178/2475/5371/7311/8331/5033/115004/26986/2962/9716/9879/10992/6634/57506/11338/10949/8358/554313/22863/3017/8337/3069/8370/8349/3838/1665/79869/55339/8343",104
"R-HSA-9909648","R-HSA-9909648","Regulation of PD-L1(CD274) expression","59/1871","194/11287",0.304123711340206,1.83465757877975,5.22707090646144,1.05939843986796e-06,2.43520388044316e-05,2.43520388044316e-05,"27327/25937/2146/4297/91445/5693/5704/79139/6934/4609/5714/333932/4791/5928/8357/23112/5717/6400/3021/8338/8945/2034/3091/1603/23512/6774/5929/5688/51176/8351/5707/192669/2033/8405/85236/6772/5705/7311/8331/1019/27161/26523/8463/5562/595/11047/5684/8358/554313/3017/1457/8337/4613/9861/8370/142678/8349/3659/8343",59
"R-HSA-8934593","R-HSA-8934593","Regulation of RUNX1 Expression and Activity","12/1871","17/11287",0.705882352941177,4.25830791964033,5.99277977652281,1.13488086811029e-06,2.56055997554615e-05,2.56055997554615e-05,"27327/861/23112/894/865/1021/5781/192669/5371/27161/26523/595",12
"R-HSA-3247509","R-HSA-3247509","Chromatin modifying enzymes","76/1871","271/11287",0.280442804428044,1.69180007139462,5.13838896235798,1.143637576085e-06,2.56055997554615e-05,2.56055997554615e-05,"6603/9112/55689/8841/23186/9575/7994/2146/10943/55352/26009/4297/79960/387893/54014/57459/3066/333932/29943/284058/4791/63976/85235/9219/5928/8357/80314/5077/8850/23135/60/8338/8242/6595/51742/6314/8295/440689/6187/3054/23512/55140/5978/2648/8289/5929/8351/8607/10445/56970/2033/84159/85236/55870/8520/8331/23133/1019/7468/1386/53615/595/1108/9757/8358/554313/9767/3017/10499/8337/8370/1788/64324/8349/51111/8343",76
"R-HSA-69205","R-HSA-69205","G1/S-Specific Transcription","16/1871","28/11287",0.571428571428571,3.44720164923265,5.7792642771851,1.25260512523614e-06,2.7685785075732e-05,2.7685785075732e-05,"26271/5933/5928/1876/983/7298/1869/990/6241/1875/7083/81620/5422/55957/5111/286826",16
"R-HSA-421270","R-HSA-421270","Cell-cell junction organization","81/1871","295/11287",0.274576271186441,1.65640960602959,5.09238544189875,1.29909279773404e-06,2.83498225733352e-05,2.83498225733352e-05,"27327/998/57531/2146/7291/387893/3066/5693/5704/7841/4609/999/5714/55810/333932/5315/5928/8357/23112/2060/9314/60/60436/5717/3569/3021/8338/7764/3224/5045/6615/7088/64398/6667/23396/50848/4193/9071/1603/23512/7750/331/8289/5818/6774/5688/348262/9743/8351/5707/192669/5594/85236/84231/5705/7311/8331/1000/3570/27161/26523/71/5595/1500/11047/5684/8358/54971/554313/3017/1457/94234/8337/4613/9861/8370/6935/23705/8349/7410/8343",81
"R-HSA-9945266","R-HSA-9945266","Differentiation of T cells","33/1871","87/11287",0.379310344827586,2.28822868095615,5.37671814525393,1.34281816042618e-06,2.89377313571842e-05,2.89377313571842e-05,"9112/8841/6304/4297/57459/3066/51621/861/3516/9219/5928/5452/57332/8850/8459/9759/4851/23466/2648/864/2113/5929/2033/4094/6772/10014/4772/7528/6777/53615/6778/1108/79885",33
"R-HSA-4420097","R-HSA-4420097","VEGFA-VEGFR2 Pathway","36/1871","99/11287",0.363636363636364,2.19367377678441,5.31741692328054,1.46972924865274e-06,3.12816447491027e-05,3.12816447491027e-05,"7422/998/5829/5921/207/9261/3845/1398/10451/3320/6093/10163/208/4893/387/60/5296/5578/5295/1432/5062/2475/10152/63916/71/1500/808/23191/801/5567/26999/3708/5170/7410/857/5058",36
"R-HSA-69002","R-HSA-69002","DNA Replication Pre-Initiation","48/1871","149/11287",0.322147651006711,1.94338884923183,5.16718436988704,1.75993826197608e-06,3.70016288249605e-05,3.70016288249605e-05,"4175/4173/5693/4171/5704/5000/5714/5427/333932/64682/8357/11065/55388/27338/5717/3021/8338/23594/5426/6118/51053/6117/990/5688/8351/5707/81620/85236/5422/4174/23633/5705/7311/8331/4172/4176/11047/5684/84515/5557/8358/554313/3017/8337/9861/8370/8349/8343",48
"R-HSA-141424","R-HSA-141424","Amplification of signal from the kinetochores","35/1871","96/11287",0.364583333333333,2.19938646891146,5.26058455338499,1.9106279785699e-06,3.92133647030299e-05,3.92133647030299e-05,"10403/57405/81929/5347/6249/991/79980/5529/701/9735/55143/5527/7514/55166/699/9212/79023/348995/1783/55839/5903/54820/81565/55920/5519/220134/151648/3619/23122/140735/79019/11130/11004/79682/5515",35
"R-HSA-141444","R-HSA-141444","Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal","35/1871","96/11287",0.364583333333333,2.19938646891146,5.26058455338499,1.9106279785699e-06,3.92133647030299e-05,3.92133647030299e-05,"10403/57405/81929/5347/6249/991/79980/5529/701/9735/55143/5527/7514/55166/699/9212/79023/348995/1783/55839/5903/54820/81565/55920/5519/220134/151648/3619/23122/140735/79019/11130/11004/79682/5515",35
"R-HSA-6785807","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling","37/1871","104/11287",0.355769230769231,2.14621448834437,5.23452276276909,1.94265269335985e-06,3.92573564588088e-05,3.92573564588088e-05,"7422/7431/207/7291/7133/6095/3320/4609/1026/948/149233/3569/4318/1901/7040/7157/3091/4582/2308/6774/4313/5295/8651/4170/598/6772/6624/79923/3570/7184/596/6778/595/4312/9021/6935/6657",37
"R-HSA-450531","R-HSA-450531","Regulation of mRNA stability by proteins that bind AU-rich elements","26/1871","62/11287",0.419354838709677,2.52980121032396,5.38407823480786,1.9583136052538e-06,3.92573564588088e-05,3.92573564588088e-05,"207/7529/9261/677/5693/5704/5714/167227/3842/5717/7534/7514/5578/5688/1432/5707/8125/5705/7311/26986/11047/5684/8021/6418/9861/8741",26
"R-HSA-9013418","R-HSA-9013418","RHOBTB2 GTPase cycle","14/1871","23/11287",0.608695652173913,3.67201914809565,5.71782494410417,2.07618191473759e-06,4.11418117357196e-05,4.11418117357196e-05,"1627/6434/11140/3320/87/11329/4646/908/29766/3326/71/5756/9352/10576",14
"R-HSA-9616222","R-HSA-9616222","Transcriptional regulation of granulopoiesis","33/1871","89/11287",0.370786516853933,2.23680781172118,5.22156493399343,2.42473828654648e-06,4.75028273409788e-05,4.75028273409788e-05,"688/4297/861/4609/1026/333932/8357/3021/8338/865/1869/6774/51176/8351/7913/2033/85236/6256/5371/4602/8331/1019/3570/1385/8358/554313/3017/8337/1051/8370/2313/8349/8343",33
"R-HSA-881907","R-HSA-881907","Gastrin-CREB signalling pathway via PKC and MAPK","12/1871","18/11287",0.666666666666667,4.02173525743809,5.71904701551978,2.8891562722937e-06,5.59652293644309e-05,5.59652293644309e-05,"3845/887/4893/1956/6197/5578/6195/1839/5594/5595/1385/2885",12
"R-HSA-69275","R-HSA-69275","G2/M Transition","57/1871","191/11287",0.298429319371728,1.80030557335579,4.97236490727118,3.10861818193385e-06,5.95473082850439e-05,5.95473082850439e-05,"7465/5347/79441/994/11116/1022/5693/5704/8636/3320/84131/1026/5714/5928/80028/22822/4605/7531/5717/983/10381/8945/93323/7157/22974/90381/7514/85378/9088/79596/22897/5688/79866/5707/2033/55835/1454/890/3326/5705/7311/10376/54820/993/55957/9738/5519/95681/151648/5116/11047/5684/10121/9861/286826/203068/5515",57
"R-HSA-2029480","R-HSA-2029480","Fcgamma receptor (FCGR) dependent phagocytosis","32/1871","86/11287",0.372093023255814,2.24468944601196,5.16482398923896,3.14335134102637e-06,5.95509638673567e-05,5.95509638673567e-05,"10092/998/147179/1398/10451/3320/196051/10163/60/4644/695/10552/25/7525/5296/4771/5295/5594/4627/3326/10152/63916/71/5595/1072/23191/26999/3708/2885/7410/8976/5058",32
"R-HSA-6804757","R-HSA-6804757","Regulation of TP53 Degradation","18/1871","36/11287",0.5,3.01630144307857,5.40113261579026,3.64014487209713e-06,6.82131495597331e-05,6.82131495597331e-05,"207/472/117584/208/983/5527/7157/4193/6446/890/2475/7311/11200/5519/1029/5170/4194/5515",18
"R-HSA-69656","R-HSA-69656","Cyclin A:Cdk2-associated events at S phase entry","29/1871","75/11287",0.386666666666667,2.33260644931409,5.16136639328642,3.70134797315842e-06,6.86142355454313e-05,6.86142355454313e-05,"7465/207/994/1022/5693/5704/4609/1026/5714/5928/208/5717/1869/5688/1875/5707/890/5705/7311/1019/1027/993/55957/595/11047/4149/5684/9861/286826",29
"R-HSA-5683057","R-HSA-5683057","MAPK family signaling cascades","83/1871","312/11287",0.266025641025641,1.60482704984308,4.82925268947291,3.80182465343705e-06,6.97270819417603e-05,6.97270819417603e-05,"27327/998/5921/2668/54756/5894/7529/3845/2255/5693/5704/7094/4609/5714/5529/4763/5908/23112/6711/4893/1956/5906/60/5717/983/3569/9986/5527/4296/8660/10818/7514/5296/2308/4254/5781/255324/8682/1839/5688/9693/5295/2064/5707/192669/8202/598/5594/10434/3667/5062/5705/673/7311/1848/3570/2066/4684/27161/26523/71/5595/2339/409/8844/808/5519/4233/58489/23463/11047/5684/801/5567/6712/9861/23179/2069/2885/10642/5515/3815/5058",83
"R-HSA-2173795","R-HSA-2173795","Downregulation of SMAD2/3:SMAD4 transcriptional activity","16/1871","30/11287",0.533333333333333,3.21738820595047,5.42081666371339,4.2886869244085e-06,7.78283816597922e-05,7.78283816597922e-05,"4088/25937/7050/6498/60436/51592/4089/5594/6772/23327/7311/5595/7323/142/54778/4087",16
"R-HSA-3858494","R-HSA-3858494","Beta-catenin independent WNT signaling","43/1871","133/11287",0.323308270676692,1.95039040680268,4.91457804418701,5.40294468785803e-06,9.70278816861171e-05,9.70278816861171e-05,"27327/8324/1173/163/1855/3845/5693/5704/6934/5714/23112/23236/387/5717/7471/5216/55970/7855/5578/4919/5688/51176/1175/5707/192669/8323/5880/4920/4772/5705/7311/23513/27161/26523/409/808/11047/5684/801/5530/9861/3708/10681",43
"R-HSA-73894","R-HSA-73894","DNA Repair","87/1871","334/11287",0.260479041916168,1.57136662004692,4.72492855656349,5.58331477694529e-06,9.92333471696257e-05,9.92333471696256e-05,"8451/2547/165918/1022/55215/472/5427/9768/10721/7507/2237/60/5984/27343/252969/5432/8338/4437/5932/641/5888/2177/25/2873/5441/7157/55666/64858/1111/27339/5599/5426/2072/2189/6118/8930/54891/50813/55775/55732/6117/80233/11201/5424/8607/10445/2956/80010/83932/85236/79184/57697/9031/5893/54617/890/5985/7311/8331/63967/328/7515/675/7528/11200/9716/7468/9156/2178/4361/56852/554313/5111/3017/580/8924/8337/142/54890/8370/672/54778/8349/2175/3838/1642/8343",87
"R-HSA-6806003","R-HSA-6806003","Regulation of TP53 Expression and Degradation","18/1871","37/11287",0.486486486486487,2.93477978245482,5.25448108699797,5.99461552018378e-06,0.000104391082391887,0.000104391082391887,"207/472/117584/208/983/5527/7157/4193/6446/890/2475/7311/11200/5519/1029/5170/4194/5515",18
"R-HSA-176187","R-HSA-176187","Activation of ATR in response to replication stress","18/1871","37/11287",0.486486486486487,2.93477978245482,5.25448108699797,5.99461552018378e-06,0.000104391082391887,0.000104391082391887,"4175/4173/4171/5000/5984/55388/23594/1111/6118/6117/990/5985/4174/63967/993/4172/4176/84515",18
"R-HSA-162909","R-HSA-162909","Host Interactions of HIV factors","39/1871","117/11287",0.333333333333333,2.01086762871905,4.89930329211863,6.45061372388591e-06,0.000111097059914285,0.000111097059914285,"1025/81929/1173/163/5693/5704/3105/5714/23225/5478/5717/4869/9818/8945/7514/3159/5901/8065/11168/9883/5688/1175/5707/164/79023/53371/293/8086/5062/348995/5705/7311/5903/11047/1104/5684/8021/9861/940",39
"R-HSA-69202","R-HSA-69202","Cyclin E associated events during G1/S transition","28/1871","73/11287",0.383561643835616,2.31387507962192,5.02006015613733,6.50858645669534e-06,0.000111097059914285,0.000111097059914285,"7465/207/1022/5693/5704/4609/1026/5714/5928/208/5717/1869/5688/1875/5707/890/5705/7311/1019/1027/993/55957/595/11047/4149/5684/9861/286826",28
"R-HSA-1362277","R-HSA-1362277","Transcription of E2F targets under negative control by DREAM complex","12/1871","19/11287",0.631578947368421,3.81006498073082,5.46441199370966,6.65599029179838e-06,0.000111779297624548,0.000111779297624548,"7153/5933/4609/5928/1869/990/1875/993/55957/4149/5111/286826",12
"R-HSA-69618","R-HSA-69618","Mitotic Spindle Checkpoint","38/1871","113/11287",0.336283185840708,2.02866291746877,4.89870925382008,6.67822949845037e-06,0.000111779297624548,0.000111779297624548,"10403/57405/81929/5347/6249/991/79980/5529/64682/701/9735/11065/27338/55143/5527/7514/55166/699/9212/79023/348995/1783/55839/5903/54820/81565/55920/5519/220134/151648/3619/23122/140735/79019/11130/11004/79682/5515",38
"R-HSA-6804756","R-HSA-6804756","Regulation of TP53 Activity through Phosphorylation","33/1871","93/11287",0.354838709677419,2.14060102412027,4.92329968013025,7.32467216642042e-06,0.000121420527066431,0.000121420527066431,"472/5984/6874/5932/28996/641/7157/22974/11198/1111/51616/4193/94241/204851/6118/6117/9212/1432/8445/80010/8851/890/5985/7311/11200/5562/9156/4361/1457/580/672/6749/4194",33
"R-HSA-162906","R-HSA-162906","HIV Infection","62/1871","219/11287",0.28310502283105,1.70786017781618,4.71529268115132,7.84298351599115e-06,0.000128774319824464,0.000128774319824464,"9150/1025/81929/1173/163/137492/2547/1022/5693/5704/3105/5714/23225/2237/100526767/5478/6874/5717/4869/5432/9818/22916/8945/5045/5441/11198/51616/7514/3159/6924/5901/8065/51652/11168/9883/4836/5688/1175/79720/5707/905/164/79023/53371/293/8086/5062/23327/348995/5705/7311/5903/2962/7852/11047/1104/5684/8021/9861/9525/6749/940",62
